session_id	event_id	subevent_id	t_start	t_end	label	date_labeled
2020_11_15_18_23_18	276	4	1.0	1.25	bark	2021-03-21 02:26:32.467642
2020_11_15_18_23_18	276	6	1.5	1.75	bark	2021-03-21 02:26:37.092801
2020_11_15_18_23_18	276	7	1.75	2.0	bark	2021-03-21 02:26:39.391544
2020_11_15_18_23_18	276	9	2.25	2.5	bark	2021-03-21 02:26:43.572508
2020_11_15_18_23_18	276	10	2.5	2.75	bark	2021-03-21 02:26:44.340036
2020_11_15_18_23_18	276	11	2.75	3.0	bark	2021-03-21 02:26:45.152253
2020_11_15_18_23_18	276	12	3.0	3.25	bark	2021-03-21 02:26:45.964780
2020_11_15_18_23_18	276	13	3.25	3.5	bark	2021-03-21 02:26:46.736028
2020_11_15_18_23_18	276	14	3.5	3.75	bark	2021-03-21 02:26:47.819949
2020_11_15_18_23_18	276	15	3.75	4.0	bark	2021-03-21 02:26:48.696251
2020_11_15_18_23_18	276	16	4.0	4.25	bark	2021-03-21 02:26:49.655725
2020_11_15_18_23_18	276	17	4.25	4.5	bark	2021-03-21 02:26:50.480449
2020_11_15_18_23_18	276	18	4.5	4.75	bark	2021-03-21 02:26:51.304889
2020_11_17_18_23_54	161	0	0.0	0.25	bark	2021-03-21 02:26:55.209599
2020_11_17_18_23_54	161	1	0.25	0.5	bark	2021-03-21 02:26:56.048089
2020_10_31_13_32_33	25	0	0.0	0.25	bark	2021-03-21 02:26:58.608145
2020_10_31_13_32_33	25	1	0.25	0.5	bark	2021-03-21 02:26:59.207431
2020_11_07_16_55_23	99	0	0.0	0.25	play	2021-03-21 02:27:01.812427
2020_11_07_16_55_23	99	1	0.25	0.5	play	2021-03-21 02:27:02.383781
2020_11_07_16_55_23	99	2	0.5	0.75	play	2021-03-21 02:27:02.930924
2021_02_17_17_12_49	15	0	0.0	0.25	bark	2021-03-21 02:27:07.468486
2021_02_17_17_12_49	15	1	0.25	0.5	play	2021-03-21 02:27:08.494120
2021_02_17_17_12_49	15	2	0.5	0.75	play	2021-03-21 02:27:09.169038
2021_02_17_17_12_49	15	3	0.75	1.0	play	2021-03-21 02:27:09.792677
2021_02_17_17_12_49	15	4	1.0	1.25	play	2021-03-21 02:27:10.385231
2021_02_17_17_12_49	15	5	1.25	1.5	play	2021-03-21 02:27:11.024233
2021_02_17_17_12_49	15	6	1.5	1.75	play	2021-03-21 02:27:11.627656
2020_10_31_13_32_33	330	0	0.0	0.25	play	2021-03-21 02:27:21.957921
2020_10_31_13_32_33	330	1	0.25	0.5	play	2021-03-21 02:27:22.541936
2021_01_31_14_10_30	1746	0	0.0	0.25	bark	2021-03-21 02:27:28.062051
2021_01_31_14_10_30	1746	1	0.25	0.5	howl	2021-03-21 02:27:28.596313
2021_01_31_14_10_30	1746	2	0.5	0.75	howl	2021-03-21 02:27:29.109518
2021_01_31_14_10_30	1746	3	0.75	1.0	howl	2021-03-21 02:27:29.588123
2021_01_31_14_10_30	1746	4	1.0	1.25	bark	2021-03-21 02:27:30.940194
2021_01_10_14_00_14	7	0	0.0	0.25	none	2021-03-21 02:27:37.256752
2021_01_10_14_00_14	7	1	0.25	0.5	none	2021-03-21 02:27:38.928871
2021_01_10_14_00_14	7	2	0.5	0.75	none	2021-03-21 02:27:39.702098
2021_01_19_13_59_02	12	0	0.0	0.25	whine	2021-03-21 02:27:43.492202
2021_01_19_13_59_02	12	1	0.25	0.5	whine	2021-03-21 02:27:45.016565
2021_01_19_13_59_02	12	2	0.5	0.75	whine	2021-03-21 02:27:45.445066
2021_01_19_13_59_02	12	3	0.75	1.0	whine	2021-03-21 02:27:45.841749
2021_01_19_13_59_02	12	4	1.0	1.25	whine	2021-03-21 02:27:46.229564
2021_02_14_14_11_26	280	0	0.0	0.25	whine	2021-03-21 02:27:50.260695
2021_02_14_14_11_26	280	1	0.25	0.5	whine	2021-03-21 02:27:50.780597
2021_02_14_14_11_26	280	2	0.5	0.75	whine	2021-03-21 02:27:51.481675
2021_02_14_14_11_26	280	3	0.75	1.0	whine	2021-03-21 02:27:51.982435
2021_02_14_14_11_26	280	4	1.0	1.25	whine	2021-03-21 02:27:52.496220
2021_02_14_14_11_26	280	5	1.25	1.5	whine	2021-03-21 02:27:52.970264
2021_02_14_14_11_26	280	6	1.5	1.75	whine	2021-03-21 02:27:53.501208
2021_02_13_19_19_33	48	0	0.0	0.25	play	2021-03-21 02:27:56.881233
2021_02_13_19_19_33	48	1	0.25	0.5	play	2021-03-21 02:27:57.386034
2021_02_13_19_19_33	48	2	0.5	0.75	play	2021-03-21 02:27:57.897555
2021_02_13_19_19_33	48	3	0.75	1.0	play	2021-03-21 02:27:58.392478
2021_02_13_19_19_33	1175	0	0.0	0.25	whine	2021-03-21 02:28:01.416407
2021_02_13_19_19_33	1175	1	0.25	0.5	whine	2021-03-21 02:28:01.897333
2021_02_13_19_19_33	1175	2	0.5	0.75	whine	2021-03-21 02:28:02.347173
2020_11_29_15_42_52	5	0	0.0	0.25	bark	2021-03-21 02:28:05.100847
2020_11_29_15_42_52	5	1	0.25	0.5	bark	2021-03-21 02:28:06.146302
2021_01_19_13_59_02	46	0	0.0	0.25	whine	2021-03-21 02:28:09.465620
2020_12_16_11_31_48	162	0	0.0	0.25	play	2021-03-21 02:28:12.264462
2020_11_16_19_15_50	273	0	0.0	0.25	bark	2021-03-21 02:28:17.168875
2020_11_16_19_15_50	273	1	0.25	0.5	bark	2021-03-21 02:28:17.894403
2020_11_16_19_15_50	273	2	0.5	0.75	bark	2021-03-21 02:28:18.621660
2020_11_16_19_15_50	273	3	0.75	1.0	bark	2021-03-21 02:28:19.561390
2020_11_16_19_15_50	273	4	1.0	1.25	bark	2021-03-21 02:28:20.470369
2020_11_16_19_15_50	273	5	1.25	1.5	bark	2021-03-21 02:28:22.269024
2020_11_16_19_15_50	273	6	1.5	1.75	bark	2021-03-21 02:28:23.646681
2020_11_16_19_15_50	273	7	1.75	2.0	howl	2021-03-21 02:28:26.373879
2020_11_16_19_15_50	273	8	2.0	2.25	howl	2021-03-21 02:28:27.277951
2020_12_04_16_00_26	47	0	0.0	0.25	whine	2021-03-21 02:28:32.836811
2020_12_04_16_00_26	47	1	0.25	0.5	whine	2021-03-21 02:28:33.364666
2020_12_04_16_00_26	47	2	0.5	0.75	whine	2021-03-21 02:28:33.842373
2020_12_16_11_31_48	7	0	0.0	0.25	bark	2021-03-21 02:28:36.249536
2021_01_12_20_41_21	23	0	0.0	0.25	play	2021-03-21 02:28:39.475180
2021_01_12_20_41_21	23	1	0.25	0.5	play	2021-03-21 02:28:40.005890
2021_01_12_20_41_21	23	2	0.5	0.75	play	2021-03-21 02:28:40.527874
2021_01_31_14_10_30	669	1	0.25	0.5	bark	2021-03-21 02:28:45.749194
2021_01_31_14_10_30	669	2	0.5	0.75	bark	2021-03-21 02:28:46.729334
2021_01_31_14_10_30	669	3	0.75	1.0	bark	2021-03-21 02:28:47.608737
2021_01_31_14_10_30	669	4	1.0	1.25	bark	2021-03-21 02:28:48.542790
2020_12_11_15_00_16	22	0	0.0	0.25	play	2021-03-21 02:28:55.657082
2020_12_11_15_00_16	22	1	0.25	0.5	play	2021-03-21 02:28:56.184989
2021_02_13_19_19_33	1221	0	0.0	0.25	scratch_door	2021-03-21 02:29:01.821071
2021_02_13_19_19_33	1221	1	0.25	0.5	scratch_door	2021-03-21 02:29:02.400666
2021_02_13_19_19_33	1221	2	0.5	0.75	scratch_door	2021-03-21 02:29:02.929902
2021_02_13_19_19_33	1221	3	0.75	1.0	scratch_door	2021-03-21 02:29:03.440535
2021_02_13_19_19_33	1221	4	1.0	1.25	scratch_door	2021-03-21 02:29:03.945962
2021_02_13_19_19_33	1221	5	1.25	1.5	scratch_door	2021-03-21 02:29:04.432904
2021_02_13_19_19_33	1221	6	1.5	1.75	scratch_door	2021-03-21 02:29:04.929572
2021_02_13_19_19_33	1221	7	1.75	2.0	scratch_door	2021-03-21 02:29:05.410297
2021_02_13_19_19_33	1221	8	2.0	2.25	scratch_door	2021-03-21 02:29:05.874202
2021_02_13_19_19_33	1221	9	2.25	2.5	scratch_door	2021-03-21 02:29:06.337626
2021_02_13_19_19_33	1221	10	2.5	2.75	scratch_door	2021-03-21 02:29:06.826850
2021_01_21_21_14_30	138	0	0.0	0.25	whine	2021-03-21 02:29:12.609063
2020_11_16_19_15_50	202	1	0.25	0.5	bark	2021-03-21 02:29:17.185081
2020_11_16_19_15_50	202	2	0.5	0.75	bark	2021-03-21 02:29:17.801207
2020_11_08_17_09_57	163	0	0.0	0.25	play	2021-03-21 02:29:20.313554
2020_11_08_17_09_57	163	1	0.25	0.5	play	2021-03-21 02:29:20.874445
2021_01_21_10_28_44	13	0	0.0	0.25	whine	2021-03-21 02:29:23.537228
2021_01_21_10_28_44	13	1	0.25	0.5	whine	2021-03-21 02:29:24.074922
2021_01_21_10_28_44	13	2	0.5	0.75	whine	2021-03-21 02:29:24.578575
2021_03_05_20_10_07	509	0	0.0	0.25	bark	2021-03-21 02:29:28.165057
2021_03_05_20_10_07	509	1	0.25	0.5	bark	2021-03-21 02:29:28.846450
2021_03_05_20_10_07	509	2	0.5	0.75	bark	2021-03-21 02:29:29.405035
2021_03_05_20_10_07	509	3	0.75	1.0	bark	2021-03-21 02:29:29.966406
2021_03_05_20_10_07	509	4	1.0	1.25	bark	2021-03-21 02:29:30.756923
2021_01_21_21_14_30	124	0	0.0	0.25	whine	2021-03-21 02:29:34.157139
2021_01_21_21_14_30	124	1	0.25	0.5	whine	2021-03-21 02:29:34.661671
2021_01_21_21_14_30	124	2	0.5	0.75	whine	2021-03-21 02:29:35.109018
2021_01_21_21_14_30	124	3	0.75	1.0	whine	2021-03-21 02:29:35.565764
2021_01_21_21_14_30	124	4	1.0	1.25	whine	2021-03-21 02:29:35.959898
2021_01_21_21_14_30	124	5	1.25	1.5	whine	2021-03-21 02:29:36.347446
2021_01_21_21_14_30	124	6	1.5	1.75	whine	2021-03-21 02:29:36.741750
2021_01_12_20_41_21	42	0	0.0	0.25	play	2021-03-21 02:29:44.249963
2021_01_12_20_41_21	42	1	0.25	0.5	play	2021-03-21 02:29:44.728348
2021_03_05_20_10_07	99	0	0.0	0.25	whine	2021-03-21 02:29:47.108679
2021_01_16_14_38_31	108	0	0.0	0.25	whine	2021-03-21 02:30:07.719800
2021_01_16_14_38_31	108	1	0.25	0.5	whine	2021-03-21 02:30:08.762558
2021_01_16_14_38_31	108	2	0.5	0.75	whine	2021-03-21 02:30:10.329732
2021_01_16_14_38_31	108	3	0.75	1.0	howl	2021-03-21 02:30:10.977749
2021_01_16_14_38_31	108	4	1.0	1.25	howl	2021-03-21 02:30:11.481343
2021_01_16_14_38_31	108	5	1.25	1.5	howl	2021-03-21 02:30:11.927996
2021_01_16_14_38_31	108	6	1.5	1.75	howl	2021-03-21 02:30:12.393788
2021_01_16_14_38_31	108	7	1.75	2.0	howl	2021-03-21 02:30:12.833339
2021_01_16_14_38_31	108	8	2.0	2.25	howl	2021-03-21 02:30:13.251791
2021_01_16_14_38_31	108	9	2.25	2.5	howl	2021-03-21 02:30:13.936305
2020_11_16_19_15_50	231	0	0.0	0.25	whine	2021-03-21 02:30:16.301438
2020_11_16_19_15_50	231	1	0.25	0.5	whine	2021-03-21 02:30:16.789488
2020_11_29_15_42_52	21	0	0.0	0.25	play	2021-03-21 02:30:20.314254
2020_11_29_15_42_52	21	1	0.25	0.5	play	2021-03-21 02:30:20.854953
2020_11_29_15_42_52	21	2	0.5	0.75	play	2021-03-21 02:30:21.337798
2020_11_29_15_42_52	21	3	0.75	1.0	play	2021-03-21 02:30:21.865506
2020_11_29_15_42_52	21	4	1.0	1.25	play	2021-03-21 02:30:22.455632
2020_11_16_19_15_50	204	0	0.0	0.25	bark	2021-03-21 02:30:26.729884
2020_11_16_19_15_50	204	1	0.25	0.5	bark	2021-03-21 02:30:27.322115
2020_11_16_19_15_50	204	2	0.5	0.75	bark	2021-03-21 02:30:27.929645
2020_11_16_19_15_50	204	3	0.75	1.0	bark	2021-03-21 02:30:28.545888
2021_01_26_13_34_47	56	0	0.0	0.25	whine	2021-03-21 02:30:30.866455
2021_03_03_12_47_56	159	0	0.0	0.25	none	2021-03-21 02:30:38.576872
2021_01_16_14_38_31	71	0	0.0	0.25	howl	2021-03-21 02:30:43.176639
2021_01_16_14_38_31	71	1	0.25	0.5	howl	2021-03-21 02:30:43.711158
2021_01_16_14_38_31	71	2	0.5	0.75	howl	2021-03-21 02:30:44.181803
2021_01_16_14_38_31	71	3	0.75	1.0	howl	2021-03-21 02:30:44.622667
2021_01_16_14_38_31	71	4	1.0	1.25	howl	2021-03-21 02:30:45.038362
2021_01_16_14_38_31	71	5	1.25	1.5	howl	2021-03-21 02:30:45.519415
2021_01_16_14_38_31	71	6	1.5	1.75	howl	2021-03-21 02:30:45.911764
2021_01_16_14_38_31	71	7	1.75	2.0	howl	2021-03-21 02:30:46.362998
2021_01_16_14_38_31	71	8	2.0	2.25	howl	2021-03-21 02:30:46.773374
2021_01_16_14_38_31	71	9	2.25	2.5	howl	2021-03-21 02:30:47.166391
2021_01_16_14_38_31	71	10	2.5	2.75	howl	2021-03-21 02:30:47.551158
2021_02_17_17_12_49	21	0	0.0	0.25	bark	2021-03-21 02:30:51.374810
2021_02_17_17_12_49	21	1	0.25	0.5	bark	2021-03-21 02:30:51.918545
2021_03_03_12_47_56	279	0	0.0	0.25	scratch_door	2021-03-21 02:30:55.253834
2021_03_03_12_47_56	279	1	0.25	0.5	scratch_door	2021-03-21 02:30:55.749789
2021_03_03_12_47_56	279	2	0.5	0.75	scratch_door	2021-03-21 02:30:56.198244
2021_03_05_20_10_07	704	0	0.0	0.25	bark	2021-03-21 02:31:03.046021
2021_03_05_20_10_07	704	1	0.25	0.5	bark	2021-03-21 02:31:03.777689
2021_03_05_20_10_07	704	2	0.5	0.75	bark	2021-03-21 02:31:04.329008
2020_10_31_13_32_33	399	0	0.0	0.25	play	2021-03-21 02:31:07.218205
2020_10_31_13_32_33	399	1	0.25	0.5	play	2021-03-21 02:31:07.753486
2020_10_31_13_32_33	399	2	0.5	0.75	play	2021-03-21 02:31:08.305945
2020_10_31_13_32_33	399	3	0.75	1.0	play	2021-03-21 02:31:08.922313
2021_03_05_20_10_07	514	0	0.0	0.25	bark	2021-03-21 02:31:12.314065
2021_03_05_20_10_07	514	1	0.25	0.5	bark	2021-03-21 02:31:12.922000
2020_11_15_18_23_18	268	0	0.0	0.25	bark	2021-03-21 02:31:18.411530
2020_11_15_18_23_18	268	1	0.25	0.5	bark	2021-03-21 02:31:18.898754
2020_11_15_18_23_18	268	2	0.5	0.75	bark	2021-03-21 02:31:19.395327
2020_11_15_18_23_18	268	3	0.75	1.0	bark	2021-03-21 02:31:19.878434
2020_11_15_18_23_18	268	4	1.0	1.25	bark	2021-03-21 02:31:20.392482
2020_11_15_18_23_18	268	5	1.25	1.5	bark	2021-03-21 02:31:20.911879
2020_11_15_18_23_18	268	6	1.5	1.75	bark	2021-03-21 02:31:21.444119
2020_11_15_18_23_18	268	7	1.75	2.0	bark	2021-03-21 02:31:22.040212
2020_11_15_18_23_18	268	8	2.0	2.25	bark	2021-03-21 02:31:22.602758
2020_11_15_18_23_18	268	9	2.25	2.5	bark	2021-03-21 02:31:23.279157
2021_01_14_10_07_32	61	0	0.0	0.25	whine	2021-03-21 02:31:26.138642
2021_01_14_10_07_32	61	1	0.25	0.5	whine	2021-03-21 02:31:26.594608
2020_11_07_16_55_23	7	0	0.0	0.25	play	2021-03-21 02:31:33.844816
2020_11_07_16_55_23	7	1	0.25	0.5	play	2021-03-21 02:31:34.378148
2020_11_07_16_55_23	7	2	0.5	0.75	play	2021-03-21 02:31:34.857336
2020_11_07_16_55_23	7	3	0.75	1.0	play	2021-03-21 02:31:35.282279
2020_11_07_16_55_23	7	4	1.0	1.25	play	2021-03-21 02:31:35.727355
2020_11_07_16_55_23	7	5	1.25	1.5	play	2021-03-21 02:31:36.410910
2020_11_07_16_55_23	7	6	1.5	1.75	play	2021-03-21 02:31:37.010501
2020_11_07_16_55_23	7	7	1.75	2.0	play	2021-03-21 02:31:37.555534
2020_11_07_16_55_23	7	8	2.0	2.25	play	2021-03-21 02:31:38.086734
2020_11_07_16_55_23	7	9	2.25	2.5	play	2021-03-21 02:31:38.628022
2020_11_07_16_55_23	7	10	2.5	2.75	play	2021-03-21 02:31:39.195400
2020_11_07_16_55_23	7	11	2.75	3.0	play	2021-03-21 02:31:39.734654
2020_11_07_16_55_23	7	12	3.0	3.25	play	2021-03-21 02:31:40.446514
2020_11_07_16_55_23	7	13	3.25	3.5	play	2021-03-21 02:31:41.011957
2020_11_07_16_55_23	7	14	3.5	3.75	play	2021-03-21 02:31:41.598214
2020_12_13_17_59_45	48	0	0.0	0.25	whine	2021-03-21 02:31:45.014499
2020_12_13_17_59_45	48	1	0.25	0.5	whine	2021-03-21 02:31:45.598452
2020_12_13_17_59_45	48	2	0.5	0.75	whine	2021-03-21 02:31:46.119635
2020_12_13_17_59_45	48	3	0.75	1.0	whine	2021-03-21 02:31:46.626018
2020_12_13_17_59_45	48	4	1.0	1.25	whine	2021-03-21 02:31:47.099217
2020_12_13_17_59_45	48	5	1.25	1.5	whine	2021-03-21 02:31:47.579198
2021_02_13_19_19_33	808	0	0.0	0.25	whine	2021-03-21 02:31:50.910593
2021_02_13_19_19_33	808	1	0.25	0.5	whine	2021-03-21 02:31:51.430112
2021_02_13_19_19_33	808	2	0.5	0.75	whine	2021-03-21 02:31:51.921859
2021_02_13_19_19_33	808	3	0.75	1.0	whine	2021-03-21 02:31:52.399092
2021_02_13_19_19_33	808	4	1.0	1.25	whine	2021-03-21 02:31:52.873711
2020_12_13_17_59_45	33	0	0.0	0.25	whine	2021-03-21 02:31:55.356137
2020_12_13_17_59_45	33	1	0.25	0.5	whine	2021-03-21 02:31:55.878571
2020_11_16_19_15_50	147	0	0.0	0.25	bark	2021-03-21 02:32:06.583280
2020_11_16_19_15_50	147	1	0.25	0.5	bark	2021-03-21 02:32:07.114812
2020_11_16_19_15_50	147	2	0.5	0.75	bark	2021-03-21 02:32:07.694477
2020_11_16_19_15_50	147	3	0.75	1.0	bark	2021-03-21 02:32:08.255083
2020_11_16_19_15_50	147	4	1.0	1.25	bark	2021-03-21 02:32:08.797975
2020_11_16_19_15_50	147	5	1.25	1.5	bark	2021-03-21 02:32:09.367935
2020_11_16_19_15_50	147	6	1.5	1.75	bark	2021-03-21 02:32:09.921097
2020_11_16_19_15_50	147	7	1.75	2.0	bark	2021-03-21 02:32:10.504213
2020_11_16_19_15_50	147	8	2.0	2.25	bark	2021-03-21 02:32:11.195258
2020_11_08_17_09_57	69	0	0.0	0.25	play	2021-03-21 02:32:16.443170
2020_11_08_17_09_57	69	1	0.25	0.5	play	2021-03-21 02:32:16.946948
2020_11_08_17_09_57	69	2	0.5	0.75	play	2021-03-21 02:32:17.409921
2020_11_08_17_09_57	69	3	0.75	1.0	play	2021-03-21 02:32:17.847877
2020_12_16_11_31_48	17	0	0.0	0.25	play	2021-03-21 02:32:20.261277
2020_12_16_11_31_48	17	1	0.25	0.5	play	2021-03-21 02:32:20.947047
2020_12_16_11_31_48	17	2	0.5	0.75	play	2021-03-21 02:32:21.490069
2020_12_16_11_31_48	17	3	0.75	1.0	play	2021-03-21 02:32:22.000964
2020_12_13_17_59_45	78	0	0.0	0.25	whine	2021-03-21 02:32:24.987984
2020_12_13_17_59_45	78	1	0.25	0.5	whine	2021-03-21 02:32:25.484269
2021_01_12_20_41_21	47	0	0.0	0.25	play	2021-03-21 02:32:32.220828
2021_03_05_20_10_07	353	0	0.0	0.25	bark	2021-03-21 02:32:38.603085
2021_03_05_20_10_07	353	1	0.25	0.5	bark	2021-03-21 02:32:39.610499
2021_03_05_20_10_07	353	2	0.5	0.75	howl	2021-03-21 02:32:40.275836
2021_03_05_20_10_07	353	3	0.75	1.0	howl	2021-03-21 02:32:40.927070
2021_03_05_20_10_07	353	4	1.0	1.25	bark	2021-03-21 02:32:42.323886
2021_03_05_20_10_07	353	5	1.25	1.5	bark	2021-03-21 02:32:43.541560
2021_03_05_20_10_07	353	6	1.5	1.75	howl	2021-03-21 02:32:45.116183
2020_11_16_19_15_50	134	0	0.0	0.25	bark	2021-03-21 02:32:47.984092
2020_11_16_19_15_50	134	1	0.25	0.5	bark	2021-03-21 02:32:48.592114
2021_01_19_13_59_02	8	0	0.0	0.25	whine	2021-03-21 02:32:51.727241
2021_01_19_13_59_02	8	1	0.25	0.5	whine	2021-03-21 02:32:52.295915
2021_01_19_13_59_02	8	2	0.5	0.75	whine	2021-03-21 02:32:52.839755
2021_01_19_13_59_02	8	3	0.75	1.0	whine	2021-03-21 02:32:53.367920
2021_01_19_13_59_02	8	4	1.0	1.25	whine	2021-03-21 02:32:53.920724
2021_01_19_13_59_02	8	5	1.25	1.5	whine	2021-03-21 02:32:54.480825
2021_01_19_13_59_02	8	6	1.5	1.75	whine	2021-03-21 02:32:55.075408
2020_12_03_10_15_10	0	0	0.0	0.25	whine	2021-03-21 02:32:57.424672
2020_12_03_10_15_10	0	1	0.25	0.5	whine	2021-03-21 02:32:57.942993
2020_12_13_17_59_45	62	0	0.0	0.25	whine	2021-03-21 02:33:00.550806
2020_11_15_18_23_18	88	0	0.0	0.25	bark	2021-03-21 02:33:06.679165
2020_11_15_18_23_18	88	1	0.25	0.5	bark	2021-03-21 02:33:07.510780
2020_11_15_18_23_18	88	2	0.5	0.75	bark	2021-03-21 02:33:08.393444
2020_11_15_18_23_18	88	3	0.75	1.0	bark	2021-03-21 02:33:09.271994
2020_11_15_18_23_18	88	7	1.75	2.0	bark	2021-03-21 02:33:16.131188
2020_11_15_18_23_18	88	8	2.0	2.25	bark	2021-03-21 02:33:17.758871
2020_11_15_18_23_18	88	9	2.25	2.5	bark	2021-03-21 02:33:19.293508
2020_11_15_18_23_18	88	10	2.5	2.75	bark	2021-03-21 02:33:20.499123
2020_11_15_18_23_18	88	11	2.75	3.0	howl	2021-03-21 02:33:21.260975
2020_11_15_18_23_18	88	12	3.0	3.25	howl	2021-03-21 02:33:23.083637
2021_01_16_14_38_31	70	0	0.0	0.25	whine	2021-03-21 02:33:28.323928
2021_01_16_14_38_31	70	1	0.25	0.5	whine	2021-03-21 02:33:28.746757
2021_01_16_14_38_31	70	2	0.5	0.75	whine	2021-03-21 02:33:29.133027
2021_01_16_14_38_31	70	3	0.75	1.0	whine	2021-03-21 02:33:29.519252
2021_01_16_14_38_31	70	4	1.0	1.25	whine	2021-03-21 02:33:29.904355
2021_01_16_14_38_31	70	5	1.25	1.5	whine	2021-03-21 02:33:30.293652
2020_11_07_16_55_23	103	0	0.0	0.25	play	2021-03-21 02:33:50.656253
2020_11_07_16_55_23	103	1	0.25	0.5	play	2021-03-21 02:33:51.175431
2020_11_07_16_55_23	103	2	0.5	0.75	play	2021-03-21 02:33:51.623227
2020_12_13_17_59_45	36	0	0.0	0.25	whine	2021-03-21 02:33:54.145340
2020_12_13_17_59_45	36	1	0.25	0.5	whine	2021-03-21 02:33:54.625468
2020_12_13_17_59_45	36	2	0.5	0.75	whine	2021-03-21 02:33:55.213787
2020_12_13_17_59_45	36	3	0.75	1.0	whine	2021-03-21 02:33:55.880595
2021_01_21_21_14_30	28	0	0.0	0.25	none	2021-03-21 02:34:00.475139
2021_01_21_21_14_30	28	1	0.25	0.5	none	2021-03-21 02:34:01.825270
2021_01_21_21_14_30	28	2	0.5	0.75	none	2021-03-21 02:34:03.199456
2020_11_08_17_09_57	126	0	0.0	0.25	play	2021-03-21 02:34:07.167305
2021_02_13_19_19_33	431	0	0.0	0.25	scratch_door	2021-03-21 02:34:10.603155
2021_02_13_19_19_33	431	1	0.25	0.5	scratch_door	2021-03-21 02:34:11.121824
2021_02_13_19_19_33	431	2	0.5	0.75	scratch_door	2021-03-21 02:34:11.583509
2021_02_13_19_19_33	431	3	0.75	1.0	scratch_door	2021-03-21 02:34:12.023436
2021_02_13_19_19_33	431	4	1.0	1.25	scratch_door	2021-03-21 02:34:12.479581
2021_02_13_19_19_33	431	5	1.25	1.5	scratch_door	2021-03-21 02:34:12.937157
2021_02_13_19_19_33	431	6	1.5	1.75	scratch_door	2021-03-21 02:34:13.400120
2021_02_13_19_19_33	431	7	1.75	2.0	scratch_door	2021-03-21 02:34:13.892622
2020_12_11_15_00_16	7	0	0.0	0.25	none	2021-03-21 02:34:21.056766
2020_12_13_17_59_45	80	0	0.0	0.25	whine	2021-03-21 02:34:23.933651
2020_12_04_16_00_26	3	0	0.0	0.25	bark	2021-03-21 02:34:26.651316
2020_10_31_13_32_33	440	0	0.0	0.25	play	2021-03-21 02:34:30.987815
2020_10_31_13_32_33	440	1	0.25	0.5	play	2021-03-21 02:34:31.524134
2020_10_31_13_32_33	440	2	0.5	0.75	play	2021-03-21 02:34:31.979782
2020_10_31_13_32_33	440	3	0.75	1.0	play	2021-03-21 02:34:32.443609
2020_10_31_13_32_33	440	4	1.0	1.25	play	2021-03-21 02:34:32.912434
2021_02_11_16_56_39	37	0	0.0	0.25	bark	2021-03-21 02:34:36.635970
2021_02_11_16_56_39	37	1	0.25	0.5	bark	2021-03-21 02:34:37.252047
2021_02_14_14_11_26	61	0	0.0	0.25	bark	2021-03-21 02:34:47.925387
2021_02_14_14_11_26	61	1	0.25	0.5	bark	2021-03-21 02:34:48.627811
2021_02_14_14_11_26	61	2	0.5	0.75	bark	2021-03-21 02:34:49.219779
2021_02_14_14_11_26	61	3	0.75	1.0	bark	2021-03-21 02:34:49.949702
2021_02_14_14_11_26	61	4	1.0	1.25	howl	2021-03-21 02:34:51.672072
2021_02_14_14_11_26	61	5	1.25	1.5	bark	2021-03-21 02:34:52.802303
2021_02_14_14_11_26	61	6	1.5	1.75	howl	2021-03-21 02:34:54.449204
2021_02_14_14_11_26	61	7	1.75	2.0	howl	2021-03-21 02:34:55.048458
2021_02_14_14_11_26	61	8	2.0	2.25	howl	2021-03-21 02:34:55.639934
2021_02_14_14_11_26	61	9	2.25	2.5	howl	2021-03-21 02:34:56.175902
2021_02_14_14_11_26	61	10	2.5	2.75	bark	2021-03-21 02:34:57.441694
2021_02_14_14_11_26	61	11	2.75	3.0	bark	2021-03-21 02:34:58.608492
2021_02_14_14_11_26	61	12	3.0	3.25	bark	2021-03-21 02:34:59.480354
2020_11_15_18_23_18	126	0	0.0	0.25	bark	2021-03-21 02:35:03.831834
2020_11_15_18_23_18	126	1	0.25	0.5	bark	2021-03-21 02:35:04.328362
2020_11_15_18_23_18	126	2	0.5	0.75	bark	2021-03-21 02:35:04.895856
2020_11_15_18_23_18	126	3	0.75	1.0	bark	2021-03-21 02:35:05.440861
2020_11_15_18_23_18	126	4	1.0	1.25	bark	2021-03-21 02:35:05.959842
2020_11_15_18_23_18	126	5	1.25	1.5	bark	2021-03-21 02:35:06.506027
2020_11_15_18_23_18	126	6	1.5	1.75	bark	2021-03-21 02:35:07.058192
2020_11_15_18_23_18	126	7	1.75	2.0	bark	2021-03-21 02:35:07.624196
2020_11_15_18_23_18	126	8	2.0	2.25	bark	2021-03-21 02:35:10.102069
2020_11_15_18_23_18	126	9	2.25	2.5	bark	2021-03-21 02:35:12.411889
2021_01_31_14_10_30	1838	0	0.0	0.25	bark	2021-03-21 02:35:15.796049
2021_01_31_14_10_30	1838	1	0.25	0.5	bark	2021-03-21 02:35:16.502289
2020_12_06_13_48_36	17	0	0.0	0.25	whine	2021-03-21 02:35:18.680570
2021_03_05_20_10_07	66	0	0.0	0.25	whine	2021-03-21 02:35:21.464241
2021_03_05_20_10_07	66	1	0.25	0.5	whine	2021-03-21 02:35:21.976467
2021_03_05_20_10_07	66	2	0.5	0.75	whine	2021-03-21 02:35:22.617321
